,paragraph,split_paragraph
688,"In computer science, primitive data types are a set of basic data types from which all other data types are constructed.1 Specifically it often refers to the limited set of data representations in use by a particular processor, which all compiled programs must use. Most processors support a similar set of primitive data types, although the specific representations vary.2 More generally, ""primitive data types"" may refer to the standard data types built into a programming language.34 Data types which are not primitive are referred to as derived or composite.3","['computer', 'science', 'primitive', 'datum', 'type', 'set', 'basic', 'datum', 'type', 'datum', 'type', 'constructed', 'specifically', 'refer', 'limited', 'set', 'datum', 'representation', 'use', 'particular', 'processor', 'compile', 'program', 'use', 'processor', 'support', 'similar', 'set', 'primitive', 'datum', 'type', 'specific', 'representation', 'vary', 'generally', 'primitive', 'datum', 'type', 'refer', 'standard', 'datum', 'type', 'build', 'programming', 'language', 'datum', 'type', 'primitive', 'refer', 'derive', 'composite']"
689,"Primitive types are almost always value types, but composite types may also be value types.5","['primitive', 'type', 'value', 'type', 'composite', 'type', 'value', 'types']"
690,The Java virtual machine's set of primitive data types is:6,"['java', 'virtual', 'machine', 'set', 'primitive', 'datum', 'type', 'is']"
691,"These primitive types are in general precisely those supported by computer hardware, except possibly for varying integer sizes or hardware that is missing floating point. Operations on such primitives are usually quite efficient. Primitive data types which are native to the processor have a one-to-one correspondence with objects in the computer's memory, and operations on these types are often the fastest possible in most cases.9 Integer addition, for example, can be performed as a single machine instruction, and some offer specific instructions to process sequences of characters with a single instruction.10 But the choice of primitive data type may affect performance, for example it is faster using SIMD operations and data types to operate on an array of floats.9: 113","['primitive', 'type', 'general', 'precisely', 'support', 'computer', 'hardware', 'possibly', 'vary', 'integer', 'size', 'hardware', 'miss', 'float', 'point', 'operation', 'primitive', 'usually', 'efficient', 'primitive', 'datum', 'type', 'native', 'processor', 'correspondence', 'object', 'computer', 'memory', 'operation', 'type', 'fast', 'possible', 'cases', 'integer', 'addition', 'example', 'perform', 'single', 'machine', 'instruction', 'offer', 'specific', 'instruction', 'process', 'sequence', 'character', 'single', 'instruction', 'choice', 'primitive', 'datum', 'type', 'affect', 'performance', 'example', 'fast', 'simd', 'operation', 'datum', 'type', 'operate', 'array', 'floats', '113']"
692,"The set of basic C data types is similar to Java's. Minimally, there are four types, char, int, float, and double, but the qualifiers short, long, signed, and unsigned mean that C contains numerous target-dependent integer and floating-point primitive types.11","['set', 'basic', 'datum', 'type', 'similar', 'java', 'minimally', 'type', 'char', 'int', 'float', 'double', 'qualifier', 'short', 'long', 'sign', 'unsigned', 'mean', 'contain', 'numerous', 'target', 'dependent', 'integer', 'float', 'point', 'primitive', 'types']"
693,An integer data type represents some range of mathematical integers. Integers may be either signed allowing negative values or unsigned non-negative integers only. Common ranges are:,"['integer', 'datum', 'type', 'represent', 'range', 'mathematical', 'integer', 'integer', 'sign', 'allow', 'negative', 'value', 'unsigned', 'non', 'negative', 'integer', 'common', 'range']"
694,"A floating-point number represents a limited-precision rational number that may have a fractional part. These numbers are stored internally in a format equivalent to scientific notation, typically in binary but sometimes in decimal. Because floating-point numbers have limited precision, only a subset of real or rational numbers are exactly representable; other numbers can be represented only approximately. Many languages have both a single precision often called ""float"" and a double precision type often called ""double"".","['float', 'point', 'number', 'represent', 'limited', 'precision', 'rational', 'number', 'fractional', 'number', 'store', 'internally', 'format', 'equivalent', 'scientific', 'notation', 'typically', 'binary', 'decimal', 'float', 'point', 'number', 'limit', 'precision', 'subset', 'real', 'rational', 'number', 'exactly', 'representable', 'number', 'represent', 'approximately', 'language', 'single', 'precision', 'call', 'float', 'double', 'precision', 'type', 'call', 'double']"
695,"A boolean type, typically denoted ""bool"" or ""boolean"", is typically a logical type that can have either the value ""true"" or the value ""false"". Although only one bit is necessary to accommodate the value set ""true"" and ""false"", programming languages typically implement boolean types as one or more bytes.","['boolean', 'type', 'typically', 'denote', 'bool', 'boolean', 'typically', 'logical', 'type', 'value', 'true', 'value', 'false', 'bit', 'necessary', 'accommodate', 'value', 'set', 'true', 'false', 'programming', 'language', 'typically', 'implement', 'boolean', 'type', 'byte']"
696,"Many languages e.g. Java, Pascal and Ada implement booleans adhering to the concept of boolean as a distinct logical type. Some languages, though, may implicitly convert booleans to numeric types at times to give extended semantics to booleans and boolean expressions or to achieve backwards compatibility with earlier versions of the language. For example, early versions of the C programming language that followed ANSI C and its former standards did not have a dedicated boolean type. Instead, numeric values of zero are interpreted as ""false"", and any other value is interpreted as ""true"".13 The newer C99 added a distinct boolean type that can be included with stdbool.h,14 and C++ supports bool as a built-in type and ""true"" and ""false"" as reserved words.15","['language', 'e.g.', 'java', 'pascal', 'ada', 'implement', 'boolean', 'adhere', 'concept', 'boolean', 'distinct', 'logical', 'type', 'language', 'implicitly', 'convert', 'booleans', 'numeric', 'type', 'time', 'extend', 'semantic', 'booleans', 'boolean', 'expression', 'achieve', 'backwards', 'compatibility', 'early', 'version', 'language', 'example', 'early', 'version', 'programming', 'language', 'follow', 'ansi', 'standard', 'dedicated', 'boolean', 'type', 'instead', 'numeric', 'value', 'zero', 'interpret', 'false', 'value', 'interpret', 'true', 'new', 'c99', 'add', 'distinct', 'boolean', 'type', 'include', 'stdbool.h', 'c++', 'support', 'bool', 'build', 'type', 'true', 'false', 'reserve', 'words']"
697,The XML Schema Definition language provides a set of 19 primitive data types:16,"['xml', 'schema', 'definition', 'language', 'provide', 'set', 'primitive', 'datum', 'types']"
698,"In JavaScript, there are 7 primitive data types: string, number, bigint, boolean, undefined, symbol, and null. These are not objects and have no methods.18","['javascript', 'primitive', 'datum', 'type', 'string', 'number', 'bigint', 'boolean', 'undefined', 'symbol', 'null', 'object', 'methods']"
699,"In Visual Basic .NET, the primitive data types consist of 4 integral types, 2 floating-point types, a 16-byte decimal type, a boolean type, a date/time type, a Unicode character type, and a Unicode string type.19","['visual', 'basic', '.net', 'primitive', 'datum', 'type', 'consist', 'integral', 'type', 'float', 'point', 'type', 'byte', 'decimal', 'type', 'boolean', 'type', 'date', 'time', 'type', 'unicode', 'character', 'type', 'unicode', 'string', 'type']"
700,"In general, data types that can be built into sophisticated programming languages include:","['general', 'datum', 'type', 'build', 'sophisticated', 'programming', 'language', 'include']"
701,"A character type is a type that can represent all Unicode characters, hence must be at least 21 bits wide. Some languages such as Julia include a true 32-bit Unicode character type as primitive.20 Other languages such as JavaScript, Python, Ruby, and many dialects of BASIC do not have a primitive character type but instead add strings as a primitive data type, typically using the UTF-8 encoding. Strings with a length of one are normally used to represent single characters.","['character', 'type', 'type', 'represent', 'unicode', 'character', 'bit', 'wide', 'language', 'julia', 'include', 'true', 'bit', 'unicode', 'character', 'type', 'primitive', 'language', 'javascript', 'python', 'ruby', 'dialect', 'basic', 'primitive', 'character', 'type', 'instead', 'add', 'string', 'primitive', 'datum', 'type', 'typically', 'utf-8', 'encoding', 'string', 'length', 'normally', 'represent', 'single', 'character']"
702,"Some languages have ""character"" or ""string"" types that are too small to represent all Unicode characters or strings. These are more properly categorized as integer types. For example C includes a char type, but it is defined to be the smallest addressable unit of memory, which several standards, such as POSIX require to be 8 bits. The recent version of these standards refer to char as a numeric type. char is also used for a 16-bit integer type in Java, but again this is not a Unicode character type.21 Some computer hardware has a few instructions which deal with ""strings"", referring to a sequence of bytes. For example, x86-64 can move, set, search, or compare a sequence of items, where an item could be 1, 2, 4, or 8 bytes long.22","['language', 'character', 'string', 'type', 'small', 'represent', 'unicode', 'character', 'string', 'properly', 'categorize', 'integer', 'type', 'example', 'include', 'char', 'type', 'define', 'small', 'addressable', 'unit', 'memory', 'standard', 'posix', 'require', 'bit', 'recent', 'version', 'standard', 'refer', 'char', 'numeric', 'type', 'char', 'bit', 'integer', 'type', 'java', 'unicode', 'character', 'type', 'computer', 'hardware', 'instruction', 'deal', 'string', 'refer', 'sequence', 'byte', 'example', 'x86', 'set', 'search', 'compare', 'sequence', 'item', 'item', 'byte', 'long']"
703,"A range numeric data type has its maximum and minimum value embedded in the type. It is included in some languages such as Ada and Pascal. Attempting to store a number outside the range may lead to compiler/runtime errors, or to incorrect calculations due to truncation depending on the language being used. In practice the compiler chooses the most appropriate primitive integer or floating-point type automatically.","['range', 'numeric', 'datum', 'type', 'maximum', 'minimum', 'value', 'embed', 'type', 'include', 'language', 'ada', 'pascal', 'attempt', 'store', 'number', 'outside', 'range', 'lead', 'compiler', 'runtime', 'error', 'incorrect', 'calculation', 'truncation', 'depend', 'language', 'practice', 'compiler', 'choose', 'appropriate', 'primitive', 'integer', 'floating', 'point', 'type', 'automatically']"
704,Pages for logged out editors learn more,"['page', 'log', 'editor', 'learn']"
705,"In computer programming, the scope of a name binding an association of a name to an entity, such as a variable is the part of a program where the name binding is valid; that is, where the name can be used to refer to the entity. In other parts of the program, the name may refer to a different entity it may have a different binding, or to nothing at all it may be unbound. Scope helps prevent name collisions by allowing the same name to refer to different objects – as long as the names have separate scopes. The scope of a name binding is also known as the visibility of an entity, particularly in older or more technical literature—this is from the perspective of the referenced entity, not the referencing name.","['computer', 'programming', 'scope', 'bind', 'association', 'entity', 'variable', 'program', 'bind', 'valid', 'refer', 'entity', 'part', 'program', 'refer', 'different', 'entity', 'different', 'binding', 'unbound', 'scope', 'help', 'prevent', 'collision', 'allow', 'refer', 'different', 'object', 'long', 'name', 'separate', 'scope', 'scope', 'bind', 'know', 'visibility', 'entity', 'particularly', 'old', 'technical', 'literature', 'perspective', 'referenced', 'entity', 'reference']"
706,"The term ""scope"" is also used to refer to the set of all name bindings that are valid within a part of a program or at a given point in a program, which is more correctly referred to as context or environment.a","['term', 'scope', 'refer', 'set', 'binding', 'valid', 'program', 'give', 'point', 'program', 'correctly', 'refer', 'context', 'environment.a']"
707,"Strictly speakingb and in practice for most programming languages, ""part of a program"" refers to a portion of source code area of text, and is known as lexical scope. In some languages, however, ""part of a program"" refers to a portion of run time time period during execution, and is known as dynamic scope. Both of these terms are somewhat misleading—they misuse technical terms, as discussed in the definition—but the distinction itself is accurate and precise, and these are the standard respective terms. Lexical scope is the main focus of this article, with dynamic scope understood by contrast with lexical scope.","['strictly', 'speakingb', 'practice', 'programming', 'language', 'program', 'refer', 'portion', 'source', 'code', 'area', 'text', 'know', 'lexical', 'scope', 'language', 'program', 'refer', 'portion', 'run', 'time', 'time', 'period', 'execution', 'know', 'dynamic', 'scope', 'term', 'somewhat', 'misleading', 'misuse', 'technical', 'term', 'discuss', 'definition', 'distinction', 'accurate', 'precise', 'standard', 'respective', 'term', 'lexical', 'scope', 'main', 'focus', 'article', 'dynamic', 'scope', 'understand', 'contrast', 'lexical', 'scope']"
708,"In most cases, name resolution based on lexical scope is relatively straightforward to use and to implement, as in use one can read backwards in the source code to determine to which entity a name refers, and in implementation one can maintain a list of names and contexts when compiling or interpreting a program. Difficulties arise in name masking, forward declarations, and hoisting, while considerably subtler ones arise with non-local variables, particularly in closures.","['case', 'resolution', 'base', 'lexical', 'scope', 'relatively', 'straightforward', 'use', 'implement', 'use', 'read', 'backwards', 'source', 'code', 'determine', 'entity', 'refer', 'implementation', 'maintain', 'list', 'name', 'context', 'compile', 'interpret', 'program', 'difficulty', 'arise', 'masking', 'forward', 'declaration', 'hoisting', 'considerably', 'subtler', 'one', 'arise', 'non', 'local', 'variable', 'particularly', 'closure']"
709,"The strict definition of the lexical ""scope"" of a name identifier is unambiguous: lexical scope is ""the portion of source code in which a binding of a name with an entity applies"". This is virtually unchanged from its 1960 definition in the specification of ALGOL 60. Representative language specifications follow:","['strict', 'definition', 'lexical', 'scope', 'identifier', 'unambiguous', 'lexical', 'scope', 'portion', 'source', 'code', 'binding', 'entity', 'apply', 'virtually', 'unchanged', '1960', 'definition', 'specification', 'algol', 'representative', 'language', 'specification', 'follow']"
710,"Most commonly ""scope"" refers to when a given name can refer to a given variable—when a declaration has effect—but can also apply to other entities, such as functions, types, classes, labels, constants, and enumerations.","['commonly', 'scope', 'refer', 'give', 'refer', 'give', 'variable', 'declaration', 'effect', 'apply', 'entity', 'function', 'type', 'class', 'label', 'constant', 'enumeration']"
711,"A fundamental distinction in scope is what ""part of a program"" means. In languages with lexical scope also called static scope, name resolution depends on the location in the source code and the lexical context also called static context, which is defined by where the named variable or function is defined. In contrast, in languages with dynamic scope the name resolution depends upon the program state when the name is encountered which is determined by the execution context also called runtime context, calling context or dynamic context. In practice, with lexical scope a name is resolved by searching the local lexical context, then if that fails, by searching the outer lexical context, and so on; whereas with dynamic scope, a name is resolved by searching the local execution context, then if that fails, by searching the outer execution context, and so on, progressing up the call stack.4","['fundamental', 'distinction', 'scope', 'program', 'mean', 'language', 'lexical', 'scope', 'call', 'static', 'scope', 'resolution', 'depend', 'location', 'source', 'code', 'lexical', 'context', 'call', 'static', 'context', 'define', 'name', 'variable', 'function', 'define', 'contrast', 'language', 'dynamic', 'scope', 'resolution', 'depend', 'program', 'state', 'encounter', 'determine', 'execution', 'context', 'call', 'runtime', 'context', 'call', 'context', 'dynamic', 'context', 'practice', 'lexical', 'scope', 'resolve', 'search', 'local', 'lexical', 'context', 'fail', 'search', 'outer', 'lexical', 'context', 'dynamic', 'scope', 'resolve', 'search', 'local', 'execution', 'context', 'fail', 'search', 'outer', 'execution', 'context', 'progress', 'stack']"
712,"Most modern languages use lexical scope for variables and functions, though dynamic scope is used in some languages, notably some dialects of Lisp, some ""scripting"" languages, and some template languages. c Perl 5 offers both lexical and dynamic scope. Even in lexically scoped languages, scope for closures can be confusing to the uninitiated,citation needed as these depend on the lexical context where the closure is defined, not where it is called.","['modern', 'language', 'use', 'lexical', 'scope', 'variable', 'function', 'dynamic', 'scope', 'language', 'notably', 'dialect', 'lisp', 'scripting', 'language', 'template', 'language', 'perl', 'offer', 'lexical', 'dynamic', 'scope', 'lexically', 'scope', 'language', 'scope', 'closure', 'confusing', 'uninitiated', 'citation', 'need', 'depend', 'lexical', 'context', 'closure', 'define', 'call']"
713,"Lexical resolution can be determined at compile time, and is also known as early binding, while dynamic resolution can in general only be determined at run time, and thus is known as late binding.","['lexical', 'resolution', 'determine', 'compile', 'time', 'know', 'early', 'bind', 'dynamic', 'resolution', 'general', 'determine', 'run', 'time', 'know', 'late', 'bind']"
714,"In object-oriented programming, dynamic dispatch selects an object method at runtime, though whether the actual name binding is done at compile time or run time depends on the language. De facto dynamic scope is common in macro languages, which do not directly do name resolution, but instead expand in place.","['object', 'orient', 'programming', 'dynamic', 'dispatch', 'select', 'object', 'method', 'runtime', 'actual', 'binding', 'compile', 'time', 'run', 'time', 'depend', 'language', 'facto', 'dynamic', 'scope', 'common', 'macro', 'language', 'directly', 'resolution', 'instead', 'expand', 'place']"
715,"Some programming frameworks like AngularJS use the term ""scope"" to mean something entirely different than how it is used in this article. In those frameworks the scope is just an object of the programming language that they use JavaScript in case of AngularJS that is used in certain ways by the framework to emulate dynamic scope in a language that uses lexical scope for its variables. Those AngularJS scopes can themselves be in context or not in context using the usual meaning of the term in any given part of the program, following the usual rules of variable scope of the language like any other object, and using their own inheritance and transclusion rules. In the context of AngularJS, sometimes the term ""$scope"" with a dollar sign is used to avoid confusion, but using the dollar sign in variable names is often discouraged by the style guides.5","['programming', 'framework', 'like', 'angularjs', 'use', 'term', 'scope', 'mean', 'entirely', 'different', 'article', 'framework', 'scope', 'object', 'programming', 'language', 'use', 'javascript', 'case', 'angularjs', 'certain', 'way', 'framework', 'emulate', 'dynamic', 'scope', 'language', 'use', 'lexical', 'scope', 'variable', 'angularjs', 'scope', 'context', 'context', 'usual', 'meaning', 'term', 'give', 'program', 'follow', 'usual', 'rule', 'variable', 'scope', 'language', 'like', 'object', 'inheritance', 'transclusion', 'rule', 'context', 'angularjs', 'term', 'scope', 'dollar', 'sign', 'avoid', 'confusion', 'dollar', 'sign', 'variable', 'name', 'discourage', 'style', 'guides']"
716,"Scope is an important component of name resolution,d which is in turn fundamental to language semantics. Name resolution including scope varies between programming languages, and within a programming language, varies by type of entity; the rules for scope are called scope rules or scoping rules. Together with namespaces, scope rules are crucial in modular programming, so a change in one part of the program does not break an unrelated part.","['scope', 'important', 'component', 'resolution', 'turn', 'fundamental', 'language', 'semantic', 'resolution', 'include', 'scope', 'varie', 'programming', 'language', 'programming', 'language', 'vary', 'type', 'entity', 'rule', 'scope', 'call', 'scope', 'rule', 'scope', 'rule', 'namespace', 'scope', 'rule', 'crucial', 'modular', 'programming', 'change', 'program', 'break', 'unrelated']"
717,"When discussing scope, there are three basic concepts: scope, extent, and context. ""Scope"" and ""context"" in particular are frequently confused: scope is a property of a name binding, while context is a property of a part of a program, that is either a portion of source code lexical context or static context or a portion of run time execution context, runtime context, calling context or dynamic context. Execution context consists of lexical context at the current execution point plus additional runtime state such as the call stack.e Strictly speaking, during execution a program enters and exits various name bindings' scopes, and at a point in execution name bindings are ""in context"" or ""not in context"", hence name bindings ""come into context"" or ""go out of context"" as the program execution enters or exits the scope.f However, in practice usage is much looser.","['discuss', 'scope', 'basic', 'concept', 'scope', 'extent', 'context', 'scope', 'context', 'particular', 'frequently', 'confuse', 'scope', 'property', 'bind', 'context', 'property', 'program', 'portion', 'source', 'code', 'lexical', 'context', 'static', 'context', 'portion', 'run', 'time', 'execution', 'context', 'runtime', 'context', 'call', 'context', 'dynamic', 'context', 'execution', 'context', 'consist', 'lexical', 'context', 'current', 'execution', 'point', 'plus', 'additional', 'runtime', 'state', 'stack.e', 'strictly', 'speak', 'execution', 'program', 'enter', 'exit', 'binding', 'scope', 'point', 'execution', 'binding', 'context', 'context', 'binding', 'come', 'context', 'context', 'program', 'execution', 'enter', 'exit', 'scope.f', 'practice', 'usage', 'loose']"
718,"Scope is a source-code level concept, and a property of name bindings, particularly variable or function name bindings—names in the source code are references to entities in the program—and is part of the behavior of a compiler or interpreter of a language. As such, issues of scope are similar to pointers, which are a type of reference used in programs more generally. Using the value of a variable when the name is in context but the variable is uninitialized is analogous to dereferencing accessing the value of a wild pointer, as it is undefined. However, as variables are not destroyed until they go out of context, the analog of a dangling pointer does not exist.","['scope', 'source', 'code', 'level', 'concept', 'property', 'binding', 'particularly', 'variable', 'function', 'binding', 'name', 'source', 'code', 'reference', 'entity', 'program', 'behavior', 'compiler', 'interpreter', 'language', 'issue', 'scope', 'similar', 'pointer', 'type', 'reference', 'program', 'generally', 'value', 'variable', 'context', 'variable', 'uninitialized', 'analogous', 'dereference', 'access', 'value', 'wild', 'pointer', 'undefined', 'variable', 'destroy', 'context', 'analog', 'dangle', 'pointer', 'exist']"
719,"For entities such as variables, scope is a subset of lifetime also known as extent—a name can only refer to a variable that exists possibly with undefined value, but variables that exist are not necessarily visible: a variable may exist but be inaccessible the value is stored but not referred to within a given context, or accessible but not via the given name, in which case it is not in context the program is ""out of the scope of the name"". In other cases ""lifetime"" is irrelevant—a label named position in the source code has lifetime identical with the program for statically compiled languages, but may be in context or not at a given point in the program, and likewise for static variables—a static global variable is in context for the entire program, while a static local variable is only in context within a function or other local context, but both have lifetime of the entire run of the program.","['entity', 'variable', 'scope', 'subset', 'lifetime', 'know', 'extent', 'refer', 'variable', 'exist', 'possibly', 'undefined', 'value', 'variable', 'exist', 'necessarily', 'visible', 'variable', 'exist', 'inaccessible', 'value', 'store', 'refer', 'give', 'context', 'accessible', 'give', 'case', 'context', 'program', 'scope', 'case', 'lifetime', 'irrelevant', 'label', 'name', 'position', 'source', 'code', 'lifetime', 'identical', 'program', 'statically', 'compile', 'language', 'context', 'give', 'point', 'program', 'likewise', 'static', 'variable', 'static', 'global', 'variable', 'context', 'entire', 'program', 'static', 'local', 'variable', 'context', 'function', 'local', 'context', 'lifetime', 'entire', 'run', 'program']"
720,"Determining which entity a name refers to is known as name resolution or name binding particularly in object-oriented programming, and varies between languages. Given a name, the language properly, the compiler or interpreter checks all entities that are in context for matches; in case of ambiguity two entities with the same name, such as a global and local variable with the same name, the name resolution rules are used to distinguish them. Most frequently, name resolution relies on an ""inner-to-outer context"" rule, such as the Python LEGB Local, Enclosing, Global, Built-in rule: names implicitly resolves to the narrowest relevant context. In some cases name resolution can be explicitly specified, such as by the global and nonlocal keywords in Python; in other cases the default rules cannot be overridden.","['determine', 'entity', 'refer', 'know', 'resolution', 'bind', 'particularly', 'object', 'orient', 'programming', 'vary', 'language', 'give', 'language', 'properly', 'compiler', 'interpreter', 'check', 'entity', 'context', 'match', 'case', 'ambiguity', 'entity', 'global', 'local', 'variable', 'resolution', 'rule', 'distinguish', 'frequently', 'resolution', 'rely', 'inner', 'outer', 'context', 'rule', 'python', 'legb', 'local', 'enclosing', 'global', 'build', 'rule', 'name', 'implicitly', 'resolve', 'narrow', 'relevant', 'context', 'case', 'resolution', 'explicitly', 'specify', 'global', 'nonlocal', 'keyword', 'python', 'case', 'default', 'rule', 'overridden']"
721,"When two identical names are in context at the same time, referring to different entities, one says that name masking is occurring, where the higher-priority name usually innermost is ""masking"" the lower-priority name. At the level of variables, this is known as variable shadowing. Due to the potential for logic errors from masking, some languages disallow or discourage masking, raising an error or warning at compile time or run time.","['identical', 'name', 'context', 'time', 'refer', 'different', 'entity', 'say', 'masking', 'occur', 'high', 'priority', 'usually', 'innermost', 'mask', 'low', 'priority', 'level', 'variable', 'know', 'variable', 'shadowing', 'potential', 'logic', 'error', 'mask', 'language', 'disallow', 'discourage', 'masking', 'raise', 'error', 'warning', 'compile', 'time', 'run', 'time']"
722,"Various programming languages have various different scope rules for different kinds of declarations and names. Such scope rules have a large effect on language semantics and, consequently, on the behavior and correctness of programs. In languages like C++, accessing an unbound variable does not have well-defined semantics and may result in undefined behavior, similar to referring to a dangling pointer; and declarations or names used outside their scope will generate syntax errors.","['programming', 'language', 'different', 'scope', 'rule', 'different', 'kind', 'declaration', 'name', 'scope', 'rule', 'large', 'effect', 'language', 'semantic', 'consequently', 'behavior', 'correctness', 'program', 'language', 'like', 'c++', 'access', 'unbound', 'variable', 'define', 'semantic', 'result', 'undefined', 'behavior', 'similar', 'refer', 'dangle', 'pointer', 'declaration', 'name', 'outside', 'scope', 'generate', 'syntax', 'error']"
723,"Scopes are frequently tied to other language constructs and determined implicitly, but many languages also offer constructs specifically for controlling scope.","['scope', 'frequently', 'tie', 'language', 'construct', 'determine', 'implicitly', 'language', 'offer', 'construct', 'specifically', 'control', 'scope']"
724,"Scope can vary from as little as a single expression to as much as the entire program, with many possible gradations in between. The simplest scope rule is global scope—all entities are visible throughout the entire program. The most basic modular scope rule is two-level scope, with a global scope anywhere in the program, and local scope within a function. More sophisticated modular programming allows a separate module scope, where names are visible within the module private to the module but not visible outside it. Within a function, some languages, such as C, allow block scope to restrict scope to a subset of a function; others, notably functional languages, allow expression scope, to restrict scope to a single expression. Other scopes include file scope notably in C which behaves similarly to module scope, and block scope outside of functions notably in Perl.","['scope', 'vary', 'little', 'single', 'expression', 'entire', 'program', 'possible', 'gradation', 'simple', 'scope', 'rule', 'global', 'scope', 'entity', 'visible', 'entire', 'program', 'basic', 'modular', 'scope', 'rule', 'level', 'scope', 'global', 'scope', 'program', 'local', 'scope', 'function', 'sophisticated', 'modular', 'programming', 'allow', 'separate', 'module', 'scope', 'name', 'visible', 'module', 'private', 'module', 'visible', 'outside', 'function', 'language', 'allow', 'block', 'scope', 'restrict', 'scope', 'subset', 'function', 'notably', 'functional', 'language', 'allow', 'expression', 'scope', 'restrict', 'scope', 'single', 'expression', 'scope', 'include', 'file', 'scope', 'notably', 'behave', 'similarly', 'module', 'scope', 'block', 'scope', 'outside', 'function', 'notably', 'perl']"
725,"A subtle issue is exactly when a scope begins and ends. In some languages, such as C, a name's scope begins at the name declaration, and thus different names declared within a given block can have different scopes. This requires declaring functions before use, though not necessarily defining them, and requires forward declaration in some cases, notably for mutual recursion. In other languages, such as Python, a name's scope begins at the start of the relevant block where the name is declared such as the start of a function, regardless of where it is defined, so all names within a given block have the same scope. In JavaScript, the scope of a name declared with let or const begins at the name declaration, and the scope of a name declared with var begins at the start of the function where the name is declared, which is known as variable hoisting. Behavior of names in context that have undefined value differs: in Python use of undefined names yields a runtime error, while in JavaScript undefined names declared with var are usable throughout the function because they are implicitly bound to the value undefined.","['subtle', 'issue', 'exactly', 'scope', 'begin', 'end', 'language', 'scope', 'begin', 'declaration', 'different', 'name', 'declare', 'give', 'block', 'different', 'scope', 'require', 'declare', 'function', 'use', 'necessarily', 'define', 'require', 'forward', 'declaration', 'case', 'notably', 'mutual', 'recursion', 'language', 'python', 'scope', 'begin', 'start', 'relevant', 'block', 'declare', 'start', 'function', 'regardless', 'define', 'name', 'give', 'block', 'scope', 'javascript', 'scope', 'declare', 'let', 'const', 'begin', 'declaration', 'scope', 'declare', 'var', 'begin', 'start', 'function', 'declare', 'know', 'variable', 'hoisting', 'behavior', 'name', 'context', 'undefined', 'value', 'differ', 'python', 'use', 'undefined', 'name', 'yield', 'runtime', 'error', 'javascript', 'undefine', 'name', 'declare', 'var', 'usable', 'function', 'implicitly', 'bind', 'value', 'undefined']"
726,"The scope of a name binding is an expression, which is known as expression scope. Expression scope is available in many languages, especially functional languages which offer a feature called let-expressions allowing a declaration's scope to be a single expression. This is convenient if, for example, an intermediate value is needed for a computation. For example, in Standard ML, if f returns 12, then let val x = f in x * x end is an expression that evaluates to 144, using a temporary variable named x to avoid calling f twice. Some languages with block scope approximate this functionality by offering syntax for a block to be embedded into an expression; for example, the aforementioned Standard ML expression could be written in Perl as do my $x = f; $x * $x , or in GNU C as int x = f; x * x; .","['scope', 'bind', 'expression', 'know', 'expression', 'scope', 'expression', 'scope', 'available', 'language', 'especially', 'functional', 'language', 'offer', 'feature', 'call', 'let', 'expression', 'allow', 'declaration', 'scope', 'single', 'expression', 'convenient', 'example', 'intermediate', 'value', 'need', 'computation', 'example', 'standard', 'return', 'let', 'val', 'end', 'expression', 'evaluate', '144', 'temporary', 'variable', 'name', 'avoid', 'call', 'twice', 'language', 'block', 'scope', 'approximate', 'functionality', 'offer', 'syntax', 'block', 'embed', 'expression', 'example', 'aforementione', 'standard', 'expression', 'write', 'perl', 'gnu', 'int']"
727,"In Python, auxiliary variables in generator expressions and list comprehensions in Python 3 have expression scope.","['python', 'auxiliary', 'variable', 'generator', 'expression', 'list', 'comprehension', 'python', 'expression', 'scope']"
728,"In C, variable names in a function prototype have expression scope, known in this context as function protocol scope. As the variable names in the prototype are not referred to they may be different in the actual definition—they are just dummies—these are often omitted, though they may be used for generating documentation, for instance.","['variable', 'name', 'function', 'prototype', 'expression', 'scope', 'know', 'context', 'function', 'protocol', 'scope', 'variable', 'name', 'prototype', 'refer', 'different', 'actual', 'definition', 'dummy', 'omit', 'generate', 'documentation', 'instance']"
729,"The scope of a name binding is a block, which is known as block scope. Block scope is available in many, but not all, block-structured programming languages. This began with ALGOL 60, where ""every declaration ... is valid only for that block."",6 and today is particularly associated with languages in the Pascal and C families and traditions. Most often this block is contained within a function, thus restricting the scope to a part of a function, but in some cases, such as Perl, the block may not be within a function.","['scope', 'bind', 'block', 'know', 'block', 'scope', 'block', 'scope', 'available', 'block', 'structure', 'programming', 'language', 'begin', 'algol', 'declaration', 'valid', 'block', 'today', 'particularly', 'associate', 'language', 'pascal', 'family', 'tradition', 'block', 'contain', 'function', 'restrict', 'scope', 'function', 'case', 'perl', 'block', 'function']"
